,_,Model,Corpus,Number of topics,Top Words,CV Score,C_UCI Score
62,0,Word2Vec,Compiled Data Challenges - Volunteer,28,"{0: 'think really think feel like really really feel know look', 1: 'since every since alone alone alone first high first clock', 2: 'interest interest interest interest price license demand granted default payment', 3: 'doable happy happy frustrated happy difficult tiring tough easier faster', 4: 'pointing timing irregular limit overwhelming hand however however directly hand', 5: 'towards away quickly packing pack together finish packing home pack', 6: 'come able want come given must going come come come', 7: 'talk complains talk complains communicate speak briefed encountered mentioned communication', 8: 'flower fruit ripens fruit mask sweat mask glove glove travelator', 9: 'plant stolen stolen plant factory occupied management handling management operation', 10: 'always sacrifice genuine essentially sense nothing unfortunately everyone nothing something', 11: 'get pluck take take learn spend help get give gather', 12: 'area problem problem time process challenge reason example challenge example', 13: 'open catch packed wear sing cheer consist hold hold reserved', 14: 'public others people patient people patient patient patient people people', 15: 'even grows sometimes usually sometimes already maybe much mainly even', 16: 'volunteer work working work encouragement helping experience volunteering volunteering dance', 17: 'day room day period day group morning evening session session', 18: 'pas language dialect english language kaki kaki malay language word', 19: 'pass pass moving walk walk push push lift tilt form', 20: 'poker call printed press book call number number number press', 21: 'without prolonged cannot cannot require worry risk face face cannot', 22: 'house child friend elderly wheelchair wheelchair supermarket wheelchair elderly wheelchair', 23: 'retired senior head senior senior senior senior senior senior senior', 24: 'thing thing thing thing trait stuff thing thing thing thing', 25: 'online market data smartphone apps apps smartphones brand samsung samsung', 26: 'refresh worksheet alert page feature feature automatically button button mode', 27: 'phone phone phone phone phone phone dial phone phone phone', 28: ''}",0.4836414590276786,-11.012644203981733
66,0,Word2Vec,Compiled Data Challenges - Volunteer,36,"{0: 'think really think together like really maybe unfortunately somewhere really', 1: 'since since time period already first first time least time', 2: 'interest area problem problem reason risk issue problem interest interest', 3: 'doable overwhelming difficult tiring tough easier hard tedious difficult difficult', 4: 'pointing frustrated working complains complains occupied assured asked briefed encountered', 5: 'towards away mask hand mask glove glove wheelchair around wheelchair', 6: 'come always every timing come nothing everyone nothing thing going', 7: 'talk feel talk sweat feel cheer know tell worry wait', 8: 'flower stolen fruit stolen ripens fruit packing pack packing packed', 9: 'plant grows plant gain push push lift curb curb push', 10: 'get take take get given give give make take provide', 11: 'open pluck catch pass pass spend limit wear keep keep', 12: 'public others people elderly people elderly elderly elderly elderly people', 13: 'even alone alone without however cannot alone cannot however even', 14: 'sometimes sometimes weed sometimes sometimes sometimes sometimes sometimes sometimes sometimes', 15: 'able want must require allowed able need could agreeing want', 16: 'sacrifice genuine sense calculative experience comfort experience competent handling communication', 17: 'volunteer encouragement volunteering volunteering group volunteer volunteer volunteer volunteer volunteer', 18: 'work moving work process challenge look look walk walk challenge', 19: 'learn gather learn sing communicate speak manage manage convince speak', 20: 'happy quickly happy happy importantly much better happier well happy', 21: 'day room day day morning evening session session morning evening', 22: 'pas online malay market smartphone apps apps smartphones samsung samsung', 23: 'poker skill skill skill skill skill skill level level level', 24: 'help helping help help help helping help help help help', 25: 'irregular usually mainly whenever especially certain usually especially reserved forgetful', 26: 'finish field went brought brought went opening play game finish', 27: 'home house home child friend patient patient patient patient home', 28: 'essentially directly instead form manner type activity gut type activity', 29: 'prolonged faster sunlight long limited older memory newer longer longer', 30: 'retired senior senior senior senior senior senior senior senior senior', 31: 'dance training trained craft craft language dialect english language cooking', 32: 'share barrier share correct exercising main exercise exercise basic price', 33: 'management management hourly alert operation license operation operation data using', 34: 'call bell contact contact phone phone phone phone phone phone', 35: 'comment song word conversation worksheet printed conversation page word word', 36: ''}",0.4766627179296936,-11.062975923544853
71,0,Word2Vec,Compiled Data Challenges - Volunteer,46,"{0: 'think think maybe maybe thought think think think think think', 1: 'since since already formally specifically recently already never personally imagined', 2: 'interest public process group management interest bridge interest interest management', 3: 'doable tedious easy easy easy easy easy smooth smooth enjoyable', 4: 'pointing sacrifice overwhelming encouragement importantly calculative assured briefed patience versed', 5: 'towards area around around throughout along around outside among along', 6: 'come want come moving must going come come come wait', 7: 'talk feel talk feel know look tell look mentioned show', 8: 'flower plant fruit ripens fruit plant packing packing factory packing', 9: 'always really timing really however unfortunately however much really actually', 10: 'get open pluck catch pass pass get given give gather', 11: 'stolen stolen refresh worksheet printed alert error page automatically user', 12: 'even alone alone without cannot alone cannot directly even perhaps', 13: 'grows irregular usually mainly usually mostly normally daily regularly daily', 14: 'away pack together finish home pack pack pack field home', 15: 'sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes', 16: 'take take take take take take take taking take taken', 17: 'able difficult working tough easier hard helping difficult difficult allowed', 18: 'volunteer house others volunteering volunteering people child elderly patient wheelchair', 19: 'work learn work learn speak craft craft speak speaks find', 20: 'genuine sense experience experience competent skill passion passion passion rigor', 21: 'happy happy frustrated happy tiring complains complains happier stubborn happy', 22: 'day every day period day first first morning plus least', 23: 'pas english kaki kaki malay english english english english apps', 24: 'quickly faster quickly travelator travelator backward slowly slowly backwards slowly', 25: 'spend packed gain share shopping shopping spend share reserved spend', 26: 'poker worth price financial bank rate bank rate financial money', 27: 'room mask hand sweat mask glove glove hand handrail hand', 28: 'problem problem time thing reason form thing issue problem time', 29: 'help limit help require provide curb curb help help support', 30: 'essentially nothing everyone somewhere nothing something whenever everybody somebody something', 31: 'prolonged comfort worry risk face face barrier result cause thunder', 32: 'like like like like like like like like like like', 33: 'keep make keep push push push convince keep keep make', 34: 'challenge occupied challenge encountered engaged challenge challenge challenged challenge challenge', 35: 'retired senior head senior senior senior senior senior senior senior', 36: 'better well well good high safe good safe safe best', 37: 'dance sing language dialect language cooking singing song language word', 38: 'communicate manage manage managing handling handle communication communicate communicate breathe', 39: 'friend friend lady wife handyman accountant conversation encounter friend conversation', 40: 'slope training trained exercising exercise exercise practice practice training course', 41: 'example example example example example example example example example example', 42: 'certain key main different familiar different familiar limited certain older', 43: 'call online bell press smartphone smartphones phone phone phone phone', 44: 'correct correct correct correct unsafe correct correct correct correct correct', 45: 'agreeing session session session session session motion hearing hearing payment', 46: ''}",0.4891054987341294,-10.636905664447866
72,0,Word2Vec,Compiled Data Challenges - Volunteer,50,"{0: 'think think sense feel wear feel look worry look thought', 1: 'since day since day finish period day first first opening', 2: 'interest interest interest interest price license payment payment permit payment', 3: 'doable overwhelming difficult easier tedious difficult difficult easy easy easy', 4: 'pointing complains complains asked briefed encountered mentioned challenged noticed called', 5: 'towards quickly faster process quickly slope backward bridge project project', 6: 'come get take take catch work spend get come give', 7: 'talk talk sing speak tell show tell speak speaks speak', 8: 'flower plant fruit ripens fruit grows plant factory supermarket weed', 9: 'always time already whenever friend time always friend time time', 10: 'stolen stolen house glove glove shopping shopping basement basement nose', 11: 'area public market alert demand accessibility highway emergency state unsafe', 12: 'open pluck pass pass gain cheer push push lift hold', 13: 'even maybe however importantly however much even maybe actually actually', 14: 'away together home somewhere field home around forward side home', 15: 'sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes', 16: 'able want help must helping help require allowed able need', 17: 'sacrifice tiring tough hard sweat calculative stubborn well well good', 18: 'volunteer encouragement experience volunteering volunteering dance experience volunteer volunteer volunteer', 19: 'genuine happy happy frustrated happy happier comfort happy assured safe', 20: 'really really nothing unfortunately everyone nothing really something thing reason', 21: 'learn learn share find share enjoy learn find understand find', 22: 'pas le guinea kong le', 23: 'every plus least every main throughout another another every worth', 24: 'poker accountant financial scam bank bank financial office bank account', 25: 'room packing pack packing packed pack packing pack pack packing', 26: 'problem problem challenge risk challenge issue problem challenge barrier challenge', 27: 'mask limit prolonged mask keep keep instead face curb curb', 28: 'timing make clock make make make making clock clock make', 29: 'irregular usually mainly especially manner usually especially forgetful mostly normally', 30: 'given alone essentially alone without alone directly form without without', 31: 'moving working agreeing working working exercising upgraded machine machine using', 32: 'like better certain like like like like like like like', 33: 'hand consist hand hand manage manage managing management handling handle', 34: 'cannot cannot could cannot cannot cannot cannot cannot cannot cannot', 35: 'others people child patient people patient patient patient people people', 36: 'retired group head grouping associate team principal division team group', 37: 'senior senior senior senior senior senior senior senior senior senior', 38: 'communicate engaged communication communicate communicate bonding interaction bonding conversation conversation', 39: 'going know going going exactly correct cheat exactly know know', 40: 'elderly wheelchair wheelchair wheelchair travelator elderly travelator handrail wheelchair wheelchair', 41: 'language dialect english language malay language word english grammar vocabulary', 42: 'morning evening session session morning evening session session press ambassador', 43: 'call bell phone phone phone phone phone phone call dial', 44: 'breathe revise change adapt adapt change switch switch emulate unique', 45: 'approach approach tidying place part part step setting step journey', 46: 'online smartphone smartphones digital number number number smartphones smartphones smartphones', 47: 'song refresh page apps apps brand samsung samsung feature android', 48: 'worksheet printed graded operation operation operation data operation finger picture', 49: ''}",0.477275253602591,-10.945936370035438
73,0,Word2Vec,Compiled Data Challenges - Volunteer,48,"{0: 'think always really think feel really nothing everyone nothing really', 1: 'since day room since time day period day time morning', 2: 'interest sacrifice sense encouragement experience experience skill interest passion passion', 3: 'doable tiring tough easier faster hard importantly better happier well', 4: 'pointing complains complains asked briefed encountered mentioned comment noticed main', 5: 'towards away quickly pack together home pack pack pack home', 6: 'come get open take take spend get come come come', 7: 'talk talk sing communicate speak communication speak speaks communicate communicate', 8: 'flower fruit ripens fruit dance shopping shopping supermarket craft craft', 9: 'plant area public plant factory process group bridge project project', 10: 'stolen stolen call call number dial number number swiping number', 11: 'even genuine every alone essentially alone without already maybe however', 12: 'grows sometimes irregular usually sometimes tedious mainly whenever especially usually', 13: 'pluck work learn work gather learn look look find work', 14: 'able want cannot cannot must require allowed able need could', 15: 'catch pass pass glove glove catch block free basket kick', 16: 'volunteer volunteering volunteering patient volunteer patient volunteer volunteer volunteer volunteer', 17: 'happy happy frustrated happy happy assured happy interested careful cautious', 18: 'pas language dialect english language malay language english syllabus grammar', 19: 'poker online printed feature feature digital motion digital digital picture', 20: 'problem problem overwhelming difficult prolonged difficult difficult stubborn worry risk', 21: 'help limit give give keep help gain make keep bring', 22: 'packing given packing packed moving working packing packing occupied went', 23: 'mask sweat mask nose breathe drinking gut thunder finger fresh', 24: 'timing activity activity data memory message timing rate rate signal', 25: 'finish field tilt side play game finish finish practice practice', 26: 'like certain like like like like like like like like', 27: 'hand hand hand clock hourly bell machine machine clock clock', 28: 'house child friend friend lady woman wife mother family school', 29: 'wear cheer tell convince show tell cheat lose lose lose', 30: 'challenge challenge face issue face challenge barrier challenge challenged challenge', 31: 'helping training trained exercising helping teaching training graded teaching upgraded', 32: 'calculative comfort safe safe safe sunlight reserved smooth smooth forgetful', 33: 'retired head engaged accountant formally ambassador ambassador associate principal join', 34: 'senior senior senior senior senior senior senior senior senior senior', 35: 'thing reason example example thing excuse thing thing word trait', 36: 'share share agreeing price license whereby granted payment payment financial', 37: 'elderly wheelchair wheelchair basement wheelchair basement travelator elderly travelator handrail', 38: 'manage manage managing management handling handle management managed operation limited', 39: 'competent manner technically sound sound adaptable independently track acronym manner', 40: 'correct simple simple worksheet revise basic simple clear correct error', 41: 'approach approach slot switching switch switch choice guidance choice switch', 42: 'refresh page button button mode icon icon icon icon icon', 43: 'alert automatically user default security access delete delete delete access', 44: 'smartphone apps apps smartphones samsung samsung android iphone smartphones smartphones', 45: 'phone phone phone phone phone phone phone phone phone phone', 46: ''}",0.4946056380861236,-10.94377685399208
47,0,Word2Vec,Compiled Data Challenges - Volunteer,10,"{0: 'think pointing always able sacrifice really want happy happy happy', 1: 'since towards away day every since time together day alone', 2: 'interest plant area public plant problem problem timing process challenge', 3: 'doable even sometimes genuine quickly frustrated irregular usually overwhelming sometimes', 4: 'come get open grows pluck catch pass pass get come', 5: 'talk volunteer work learn work complains talk encouragement complains experience', 6: 'flower fruit ripens fruit pas room mask factory hand house', 7: 'stolen stolen poker patient patient shopping shopping patient patient communication', 8: 'take take spend help packing limit pack given packing pack', 9: 'retired senior head senior senior senior senior senior senior senior', 10: ''}",0.4901959093067251,-11.42763103214923
63,0,Word2Vec,Compiled Data Challenges - Volunteer,30,"{0: 'think really want think sense feel really nothing maybe everyone', 1: 'since away every since time together home period field home', 2: 'interest timing irregular certain interest interest interest correct different graded', 3: 'doable frustrated difficult tiring tough hard tedious challenge difficult difficult', 4: 'pointing packing packing packed moving packing packing went brought brought', 5: 'towards grows quickly faster importantly much better well quickly well', 6: 'come get pluck take take catch sacrifice work pass pass', 7: 'talk complains talk complains sing cheer speak tell asked briefed', 8: 'flower house child friend elderly patient wheelchair patient wheelchair wheelchair', 9: 'plant area public plant factory process management bridge vegetable management', 10: 'always fruit ripens fruit usually mainly especially always usually especially', 11: 'stolen stolen accountant worth formally witness motion misplaced hearing hearing', 12: 'open limit given give give gain require assured consist allowed', 13: 'even sometimes sometimes alone alone without prolonged already however cannot', 14: 'able help working helping help able help help working working', 15: 'volunteer day day day volunteering volunteering group volunteer volunteer volunteer', 16: 'genuine mask overwhelming essentially mask calculative form approach approach main', 17: 'learn learn know exactly cheat exactly know know know know', 18: 'happy happy happy easier happier comfort happy good safe good', 19: 'pas english kaki kaki song malay english hello english english', 20: 'poker online smartphone smartphones samsung samsung android iphone digital smartphones', 21: 'room pack pack hand pack pack glove glove travelator travelator', 22: 'problem problem reason issue problem barrier problem problem topic problem', 23: 'like like like like like like like like like like', 24: 'encouragement experience dance experience example example training skill trained craft', 25: 'retired senior head senior senior senior senior senior senior senior', 26: 'occupied basement basement face encountered face mentioned noticed encounter face', 27: 'communicate manage manage managing handle engaged communication communicate communicate bonding', 28: 'shopping shopping supermarket shopping bell phone phone phone phone phone', 29: 'risk activity activity worksheet data apps apps automatically user widget', 30: ''}",0.485891230432822,-11.607065102248516
69,0,Word2Vec,Compiled Data Challenges - Volunteer,44,"{0: 'think sacrifice think know thought think think think mind think', 1: 'since open day every since day period day first first', 2: 'interest work spend work share spend interest work share interest', 3: 'doable happy happy frustrated happy overwhelming difficult tiring tough hard', 4: 'pointing complains complains assured asked briefed encountered mentioned drinking noticed', 5: 'towards away pack together home pack pack pack field home', 6: 'come get take take catch pass pass get come given', 7: 'talk talk sing communicate speak language speak dialect speaks communicate', 8: 'flower plant fruit ripens fruit plant factory shopping shopping supermarket', 9: 'always genuine really really maybe unfortunately everyone somewhere others really', 10: 'stolen stolen call bell phone phone phone phone phone phone', 11: 'area room packed house dance occupied basement basement reserved evening', 12: 'public management communication management main basic price foundation demand operating', 13: 'even quickly alone alone without already nothing however alone however', 14: 'grows pluck limit push push lift push reach figure scope', 15: 'sometimes usually sometimes whenever usually sometimes normally sometimes regularly sometimes', 16: 'able moving working helping going went went allowed going going', 17: 'volunteer encouragement volunteering volunteering volunteer volunteer volunteer volunteer volunteer training', 18: 'want help cannot cannot must help require need help cannot', 19: 'learn learn tell convince show tell find cheat teach teach', 20: 'pas english malay english grammar english english english english samsung', 21: 'poker online market data smartphone apps apps smartphones android iphone', 22: 'problem problem time process challenge reason risk example challenge example', 23: 'packing packing packing packing make tidying make make make making', 24: 'mask hand mask glove glove travelator travelator hand handrail hand', 25: 'timing irregular high certain correct different lacking revise zero graded', 26: 'finish gain play game finish finishing finish encounter grouping build', 27: 'essentially manner everything everything everything everything gut basically completely whereby', 28: 'prolonged could might might seems might might scenario would would', 29: 'sense feel sweat feel comfort look worry look feel look', 30: 'like good good wise like like like like like like', 31: 'easier faster importantly experience better happier experience best passion passion', 32: 'tedious calculative easy easy easy easy easy easy simple simple', 33: 'mainly well well group plus well well mostly well throughout', 34: 'directly actually actually actually actually actually actually actual actually actually', 35: 'retired senior head senior senior senior senior senior senior senior', 36: 'thing thing thing thing trait stuff thing thing thing thing', 37: 'child friend friend lady woman wife mother family handyman accountant', 38: 'elderly patient wheelchair patient wheelchair wheelchair elderly wheelchair wheelchair wheelchair', 39: 'manage manage managing curb curb handling handle breathe alert spare', 40: 'tilt refresh slot brand feature feature mode icon icon icon', 41: 'engaged challenged upgraded called using used used using called designed', 42: 'song syllabus worksheet printed page textbook book picture story guide', 43: 'motion switching granted switch switch default payment payment payment payment', 44: ''}",0.4864744683941207,-11.186202751354122
71,0,Word2Vec,Compiled Data Challenges - Volunteer,46,"{0: 'think think maybe maybe thought think think think think think', 1: 'since since already formally specifically recently already never personally imagined', 2: 'interest public process group management interest bridge interest interest management', 3: 'doable tedious easy easy easy easy easy smooth smooth enjoyable', 4: 'pointing sacrifice overwhelming encouragement importantly calculative assured briefed patience versed', 5: 'towards area around around throughout along around outside among along', 6: 'come want come moving must going come come come wait', 7: 'talk feel talk feel know look tell look mentioned show', 8: 'flower plant fruit ripens fruit plant packing packing factory packing', 9: 'always really timing really however unfortunately however much really actually', 10: 'get open pluck catch pass pass get given give gather', 11: 'stolen stolen refresh worksheet printed alert error page automatically user', 12: 'even alone alone without cannot alone cannot directly even perhaps', 13: 'grows irregular usually mainly usually mostly normally daily regularly daily', 14: 'away pack together finish home pack pack pack field home', 15: 'sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes', 16: 'take take take take take take take taking take taken', 17: 'able difficult working tough easier hard helping difficult difficult allowed', 18: 'volunteer house others volunteering volunteering people child elderly patient wheelchair', 19: 'work learn work learn speak craft craft speak speaks find', 20: 'genuine sense experience experience competent skill passion passion passion rigor', 21: 'happy happy frustrated happy tiring complains complains happier stubborn happy', 22: 'day every day period day first first morning plus least', 23: 'pas english kaki kaki malay english english english english apps', 24: 'quickly faster quickly travelator travelator backward slowly slowly backwards slowly', 25: 'spend packed gain share shopping shopping spend share reserved spend', 26: 'poker worth price financial bank rate bank rate financial money', 27: 'room mask hand sweat mask glove glove hand handrail hand', 28: 'problem problem time thing reason form thing issue problem time', 29: 'help limit help require provide curb curb help help support', 30: 'essentially nothing everyone somewhere nothing something whenever everybody somebody something', 31: 'prolonged comfort worry risk face face barrier result cause thunder', 32: 'like like like like like like like like like like', 33: 'keep make keep push push push convince keep keep make', 34: 'challenge occupied challenge encountered engaged challenge challenge challenged challenge challenge', 35: 'retired senior head senior senior senior senior senior senior senior', 36: 'better well well good high safe good safe safe best', 37: 'dance sing language dialect language cooking singing song language word', 38: 'communicate manage manage managing handling handle communication communicate communicate breathe', 39: 'friend friend lady wife handyman accountant conversation encounter friend conversation', 40: 'slope training trained exercising exercise exercise practice practice training course', 41: 'example example example example example example example example example example', 42: 'certain key main different familiar different familiar limited certain older', 43: 'call online bell press smartphone smartphones phone phone phone phone', 44: 'correct correct correct correct unsafe correct correct correct correct correct', 45: 'agreeing session session session session session motion hearing hearing payment', 46: ''}",0.4891054987341294,-10.636905664447866
